iter	Passed	Remaining
215	49	291
216	49	291
217	49	290
218	49	290
219	49	290
220	50	290
221	50	289
222	50	289
223	50	289
224	50	288
225	51	288
226	51	288
227	51	288
228	51	288
229	52	287
230	52	287
231	52	287
232	52	286
233	53	288
234	53	288
235	53	288
236	53	287
237	54	287
238	54	287
239	54	286
240	54	286
241	55	286
242	55	285
243	55	285
244	55	285
245	55	284
246	56	284
247	56	284
248	56	284
249	56	283
250	56	283
251	57	283
252	57	283
253	57	282
254	57	282
255	58	282
256	58	281
257	58	281
258	58	281
259	58	281
260	59	280
261	59	280
262	59	280
263	59	279
264	60	279
265	60	279
266	60	279
267	60	279
268	60	278
269	61	278
270	61	278
271	61	277
272	61	277
273	61	277
274	62	277
275	62	276
276	62	276
277	62	276
278	63	275
279	63	275
280	63	275
281	63	275
282	63	274
283	64	274
284	64	274
285	64	274
286	64	273
287	64	273
288	65	273
289	65	272
290	65	272
291	65	272
292	66	272
293	66	271
294	66	271
295	66	271
296	66	271
297	67	270
298	67	270
299	67	270
300	67	270
301	68	269
302	68	269
303	68	269
304	68	269
305	68	268
306	69	268
307	69	268
308	69	268
309	69	267
310	69	267
311	70	267
312	70	267
313	70	266
314	70	266
315	71	266
316	71	266
317	71	265
318	71	265
319	71	265
320	72	265
321	72	264
322	72	264
323	72	264
324	73	264
325	73	264
326	73	263
327	73	263
328	73	263
329	74	263
330	74	262
331	74	262
332	74	262
333	75	262
334	75	261
335	75	261
336	75	261
337	76	261
338	76	261
339	76	260
340	76	260
341	76	260
342	77	260
343	77	259
344	77	259
345	77	259
346	77	259
347	78	258
348	78	258
349	78	258
350	78	258
351	79	257
352	79	257
353	79	257
354	79	257
355	79	257
356	80	256
357	80	256
358	80	256
359	80	256
360	81	255
361	81	255
362	81	255
363	81	255
364	81	254
365	82	254
366	82	254
367	82	254
368	82	253
369	83	253
370	83	253
371	83	253
372	83	252
373	83	252
374	84	252
375	84	252
376	84	251
377	84	251
378	85	251
379	85	251
380	85	250
381	85	250
382	85	250
383	86	250
384	86	250
385	86	249
386	86	249
387	86	249
388	87	249
389	87	248
390	87	248
391	87	248
392	88	248
393	88	247
394	88	247
395	88	247
396	88	247
397	89	246
398	89	246
399	89	246
400	89	246
401	90	246
402	90	245
403	90	245
404	90	245
405	90	245
406	91	244
407	91	244
408	91	244
409	91	244
410	92	243
411	92	243
412	92	243
413	92	243
414	92	242
415	93	242
416	93	242
417	93	242
418	93	242
419	94	241
420	94	241
421	94	241
422	94	241
423	95	241
424	95	240
425	95	240
426	95	240
427	95	240
428	96	239
429	96	239
430	96	239
431	96	239
432	96	238
433	97	238
434	97	238
435	97	238
436	97	238
437	98	237
438	98	237
439	98	237
440	98	237
441	98	236
442	99	236
443	99	236
444	99	236
445	99	235
446	100	235
447	100	235
448	100	235
449	100	235
450	100	234
451	101	234
452	101	234
453	101	234
454	101	233
455	102	233
456	102	233
457	102	233
458	102	232
459	102	232
460	103	232
461	103	232
462	103	232
463	103	231
464	104	231
465	104	231
466	104	231
467	104	230
468	104	230
469	105	230
470	105	230
471	105	229
472	105	229
473	106	229
474	106	229
475	106	228
476	106	228
477	106	228
478	107	228
479	107	228
480	107	227
481	107	227
482	107	227
483	108	227
484	108	226
485	108	226
486	108	226
487	109	226
488	109	225
489	109	225
490	109	225
491	109	225
492	110	224
493	110	224
494	110	224
495	110	224
496	111	224
497	111	223
498	111	223
499	111	223
500	111	223
501	112	222
502	112	222
503	112	222
504	112	222
505	112	221
506	113	221
507	113	221
508	113	221
509	113	221
510	114	220
511	114	220
512	114	220
513	114	220
514	114	219
515	115	219
516	115	219
517	115	219
518	115	218
519	116	218
520	116	218
521	116	218
522	116	218
523	116	217
524	117	217
525	117	217
526	117	217
527	117	216
528	118	216
529	118	216
530	118	216
531	118	215
532	118	215
533	119	215
534	119	215
535	119	215
536	119	214
537	119	214
538	120	214
539	120	214
540	120	213
541	120	213
542	121	213
543	121	213
544	121	212
545	121	212
546	121	212
547	122	212
548	122	211
549	122	211
550	122	211
551	122	211
552	123	211
553	123	210
554	123	210
555	123	210
556	124	210
557	124	209
558	124	209
559	124	209
560	124	209
561	125	208
562	125	208
563	125	208
564	125	208
565	126	207
566	126	207
567	126	207
568	126	207
569	126	207
570	127	206
571	127	206
572	127	206
573	127	206
574	128	205
575	128	205
576	128	205
577	128	205
578	128	205
579	129	204
580	129	204
581	129	204
582	129	204
583	129	203
584	130	203
585	130	203
586	130	203
587	130	202
588	131	202
589	131	202
590	131	202
591	131	202
592	131	201
593	132	201
594	132	201
595	132	201
596	132	200
597	132	200
598	133	200
599	133	200
600	133	199
601	133	199
602	134	199
603	134	199
604	134	198
605	134	198
606	134	198
607	135	198
608	135	198
609	135	197
610	135	197
611	136	197
612	136	197
613	136	197
614	136	196
615	137	196
616	137	196
617	137	196
618	137	195
619	137	195
620	138	195
621	138	195
622	138	195
623	138	194
624	139	194
625	139	194
626	139	194
627	139	193
628	139	193
629	140	193
630	140	193
631	140	193
632	140	192
633	140	192
634	141	192
635	141	192
636	141	191
637	141	191
638	142	191
639	142	191
640	142	190
641	142	190
642	142	190
643	143	190
644	143	190
645	143	189
646	143	189
647	144	189
648	144	189
649	144	188
650	144	188
651	144	188
652	145	188
653	145	187
654	145	187
655	145	187
656	145	187
657	146	187
658	146	186
659	146	186
660	146	186
661	147	186
662	147	185
663	147	185
664	147	185
665	147	185
666	149	186
667	149	186
668	149	186
669	149	185
670	150	185
671	150	185
672	150	185
673	150	184
674	151	184
675	151	184
676	151	184
677	151	183
678	151	183
679	152	183
680	152	183
681	152	182
682	152	182
683	152	182
684	153	182
685	153	181
686	153	181
687	153	181
688	154	181
689	154	181
690	154	180
691	154	180
692	154	180
693	155	180
694	155	179
695	155	179
696	155	179
697	156	179
698	156	179
699	156	178
700	156	178
701	156	178
702	157	178
703	157	177
704	157	177
705	157	177
706	158	177
707	158	177
708	158	176
709	158	176
710	158	176
711	159	176
712	159	175
713	159	175
714	159	175
715	159	175
716	160	174
717	160	174
718	160	174
719	160	174
720	161	174
721	161	173
722	161	173
723	161	173
724	161	173
725	162	172
726	162	172
727	162	172
728	162	172
729	163	171
730	163	171
731	163	171
732	163	171
733	163	171
734	164	170
735	164	170
736	164	170
737	164	170
738	164	169
739	165	169
740	165	169
741	165	169
742	165	168
743	166	168
744	166	168
745	166	168
746	166	168
747	166	167
748	167	167
749	167	167
750	167	167
751	167	166
752	168	166
753	168	166
754	168	166
755	168	165
756	168	165
757	169	165
758	169	165
759	169	165
760	169	164
761	169	164
762	170	164
763	170	164
764	170	163
765	170	163
766	170	163
767	171	163
768	171	162
769	171	162
770	171	162
771	172	162
772	172	162
773	172	161
774	172	161
775	172	161
776	173	161
777	173	160
778	173	160
779	173	160
780	173	160
781	174	159
782	174	159
783	174	159
784	174	159
785	175	159
786	175	158
787	175	158
788	175	158
789	175	158
790	176	157
791	176	157
792	176	157
793	176	157
794	177	157
795	177	156
796	177	156
797	177	156
798	177	156
799	178	155
800	178	155
801	178	155
802	178	155
803	179	155
804	179	154
805	179	154
806	179	154
807	179	154
808	180	153
809	180	153
810	180	153
811	180	153
812	181	152
813	181	152
814	181	152
815	181	152
816	181	152
817	182	152
818	184	153
819	185	153
820	185	153
821	185	153
822	185	152
823	186	152
824	186	152
825	186	152
826	186	151
827	186	151
828	187	151
829	187	151
830	187	151
831	187	150
832	188	150
833	188	150
834	188	150
835	189	150
836	189	149
837	189	149
838	189	149
839	190	149
840	190	149
841	190	149
842	190	148
843	191	148
844	191	148
845	191	148
846	191	148
847	192	147
848	192	147
849	192	147
850	192	147
851	193	146
852	193	146
853	193	146
854	193	146
855	194	145
856	194	145
857	194	145
858	194	145
859	194	145
860	195	144
861	195	144
862	195	144
863	195	144
864	196	143
865	196	143
866	196	143
867	196	143
868	196	142
869	197	142
870	197	142
871	197	142
872	197	142
873	198	141
874	198	141
875	198	141
876	198	141
877	198	140
878	199	140
879	199	140
880	199	140
881	199	139
882	200	139
883	200	139
884	200	139
885	200	139
886	200	138
887	201	138
888	201	138
889	201	138
890	201	137
891	202	137
892	202	137
893	202	137
894	202	137
895	202	136
896	203	136
897	203	136
898	203	136
899	203	135
900	204	135
901	204	135
902	204	135
903	204	135
904	205	134
905	205	134
906	205	134
907	205	134
908	205	133
909	206	133
910	206	133
911	206	133
912	206	133
913	207	132
914	207	132
915	207	132
916	207	132
917	208	131
918	208	131
919	208	131
920	208	131
921	208	130
922	209	130
923	209	130
924	209	130
925	209	130
926	210	129
927	210	129
928	210	129
929	210	129
930	210	128
931	211	128
932	211	128
933	211	128
934	211	128
935	212	127
936	212	127
937	212	127
938	212	127
939	213	126
940	213	126
941	213	126
942	213	126
943	214	126
944	214	125
945	214	125
946	214	125
947	214	125
948	215	125
949	215	124
950	215	124
951	216	124
952	216	124
953	216	124
954	217	123
955	217	123
956	217	123
957	218	123
958	218	123
959	218	122
960	218	122
961	219	122
962	219	122
963	220	122
964	220	122
965	220	121
966	220	121
967	221	121
968	221	121
969	221	121
970	221	120
971	221	120
972	222	120
973	222	120
974	222	119
975	222	119
976	223	119
977	223	119
978	223	118
979	223	118
980	224	118
981	224	118
982	224	118
983	224	117
984	224	117
985	225	117
986	225	117
987	225	116
988	225	116
989	225	116
990	226	116
991	226	115
992	226	115
993	226	115
994	227	115
995	227	115
996	227	114
997	227	114
998	227	114
999	228	114
1000	228	113
1001	228	113
1002	228	113
1003	229	113
1004	229	112
1005	229	112
1006	229	112
1007	229	112
1008	230	111
1009	230	111
1010	230	111
1011	230	111
1012	230	111
1013	231	110
1014	231	110
1015	231	110
1016	231	110
1017	232	109
1018	232	109
1019	232	109
1020	232	109
1021	233	109
1022	233	108
1023	233	108
1024	233	108
1025	234	108
1026	234	107
1027	234	107
1028	234	107
1029	234	107
1030	235	106
1031	235	106
1032	235	106
1033	235	106
1034	236	106
1035	236	105
1036	236	105
1037	236	105
1038	237	105
1039	237	104
1040	237	104
1041	237	104
1042	237	104
1043	238	104
1044	238	103
1045	238	103
1046	238	103
1047	239	103
1048	239	102
1049	239	102
1050	239	102
1051	239	102
1052	240	101
1053	240	101
1054	240	101
1055	240	101
1056	240	100
1057	241	100
1058	241	100
1059	241	100
1060	241	100
1061	242	99
1062	242	99
1063	242	99
1064	242	99
1065	242	98
1066	243	98
1067	243	98
1068	243	98
1069	243	97
1070	243	97
1071	244	97
1072	244	97
1073	244	97
1074	244	96
1075	245	96
1076	245	96
1077	245	96
1078	245	95
1079	245	95
1080	246	95
1081	246	95
1082	246	94
1083	246	94
1084	246	94
1085	247	94
1086	247	93
1087	247	93
1088	247	93
1089	248	93
1090	248	93
1091	248	92
1092	248	92
1093	248	92
1094	249	92
1095	249	91
1096	249	91
1097	249	91
1098	249	91
1099	250	90
1100	250	90
1101	250	90
1102	250	90
1103	251	90
1104	251	89
1105	251	89
1106	251	89
1107	251	89
1108	252	88
1109	252	88
1110	252	88
1111	252	88
1112	252	87
1113	253	87
1114	253	87
1115	253	87
1116	253	87
1117	254	86
1118	254	86
1119	254	86
1120	254	86
1121	254	85
1122	255	85
1123	255	85
1124	255	85
1125	255	84
1126	255	84
1127	256	84
1128	256	84
1129	256	84
1130	256	83
1131	257	83
1132	257	83
1133	257	83
1134	257	82
1135	257	82
1136	258	82
1137	258	82
1138	258	81
1139	258	81
1140	258	81
1141	259	81
1142	259	81
1143	259	80
1144	259	80
1145	260	80
1146	260	80
1147	260	79
1148	260	79
1149	260	79
1150	261	79
1151	261	78
1152	261	78
1153	261	78
1154	262	78
1155	262	78
1156	262	77
1157	262	77
1158	262	77
1159	263	77
1160	263	76
1161	263	76
1162	263	76
1163	263	76
1164	264	75
1165	264	75
1166	264	75
1167	264	75
1168	265	75
1169	265	74
1170	265	74
1171	265	74
1172	265	74
1173	266	73
1174	266	73
1175	266	73
1176	266	73
1177	266	72
1178	267	72
1179	267	72
1180	267	72
1181	267	72
1182	268	71
1183	268	71
1184	268	71
1185	268	71
1186	268	70
1187	269	70
1188	269	70
1189	269	70
1190	269	69
1191	269	69
1192	270	69
1193	270	69
1194	270	69
1195	270	68
1196	271	68
1197	271	68
1198	271	68
1199	271	67
1200	271	67
1201	272	67
1202	272	67
1203	272	67
1204	272	66
1205	273	66
1206	273	66
1207	273	66
1208	273	65
1209	273	65
1210	274	65
1211	274	65
1212	274	64
1213	274	64
1214	274	64
1215	275	64
1216	275	64
1217	275	63
1218	275	63
1219	276	63
1220	276	63
1221	276	62
1222	276	62
1223	276	62
1224	277	62
1225	277	61
1226	277	61
1227	277	61
1228	277	61
1229	278	61
1230	278	60
1231	278	60
1232	278	60
1233	279	60
1234	279	59
1235	279	59
1236	279	59
1237	279	59
1238	280	59
1239	280	58
1240	280	58
1241	280	58
1242	280	58
1243	281	57
1244	281	57
1245	281	57
1246	281	57
1247	282	56
1248	282	56
1249	282	56
1250	282	56
1251	282	56
1252	283	55
1253	283	55
1254	283	55
1255	283	55
1256	283	54
1257	284	54
1258	284	54
1259	284	54
1260	284	53
1261	285	53
1262	285	53
1263	285	53
1264	285	53
1265	285	52
1266	286	52
1267	286	52
1268	286	52
1269	286	51
1270	286	51
1271	287	51
1272	287	51
1273	287	50
1274	287	50
1275	287	50
1276	288	50
1277	288	50
1278	288	49
1279	288	49
1280	288	49
1281	289	49
1282	289	48
1283	289	48
1284	289	48
1285	290	48
1286	290	48
1287	290	47
1288	290	47
1289	290	47
1290	291	47
1291	291	46
1292	291	46
1293	291	46
1294	291	46
1295	292	45
1296	292	45
1297	292	45
1298	292	45
1299	293	45
1300	293	44
1301	293	44
1302	293	44
1303	293	44
1304	294	43
1305	294	43
1306	294	43
1307	295	43
1308	295	43
1309	295	42
1310	295	42
1311	296	42
1312	296	42
1313	296	41
1314	296	41
1315	296	41
1316	297	41
1317	297	41
1318	297	40
1319	297	40
1320	298	40
1321	298	40
1322	298	39
1323	298	39
1324	298	39
1325	299	39
1326	299	39
1327	299	38
1328	299	38
1329	299	38
1330	300	38
1331	300	37
1332	300	37
1333	300	37
1334	301	37
1335	301	36
1336	301	36
1337	301	36
1338	301	36
1339	302	36
1340	302	35
1341	302	35
1342	302	35
1343	303	35
1344	303	34
1345	303	34
1346	303	34
1347	303	34
1348	304	34
1349	304	33
1350	304	33
1351	304	33
1352	304	33
1353	305	32
1354	305	32
1355	305	32
1356	305	32
1357	306	31
1358	306	31
1359	306	31
1360	306	31
1361	306	31
1362	307	30
1363	307	30
1364	307	30
1365	307	30
1366	307	29
1367	308	29
1368	308	29
1369	308	29
1370	308	29
1371	309	28
1372	309	28
1373	309	28
1374	309	28
1375	309	27
1376	310	27
1377	310	27
1378	310	27
1379	310	27
1380	311	26
1381	311	26
1382	311	26
1383	311	26
1384	311	25
1385	312	25
1386	312	25
1387	312	25
1388	312	25
1389	313	24
1390	313	24
1391	313	24
1392	313	24
1393	313	23
1394	314	23
1395	314	23
1396	314	23
1397	314	22
1398	315	22
1399	315	22
1400	315	22
1401	315	22
1402	315	21
1403	316	21
1404	316	21
1405	316	21
1406	316	20
1407	317	20
1408	317	20
1409	317	20
1410	317	20
1411	317	19
1412	318	19
1413	318	19
1414	318	19
1415	318	18
1416	319	18
1417	319	18
1418	319	18
1419	319	18
1420	319	17
1421	320	17
1422	320	17
1423	320	17
1424	320	16
1425	320	16
1426	321	16
1427	321	16
1428	321	15
1429	321	15
1430	322	15
1431	322	15
1432	322	15
1433	322	14
1434	322	14
1435	323	14
1436	323	14
1437	323	13
1438	323	13
1439	323	13
1440	324	13
1441	324	13
1442	324	12
1443	324	12
1444	324	12
1445	325	12
1446	325	11
1447	325	11
1448	325	11
1449	326	11
1450	326	11
1451	326	10
1452	326	10
1453	326	10
1454	327	10
1455	327	9
1456	327	9
1457	327	9
1458	328	9
1459	328	8
1460	328	8
1461	328	8
1462	329	8
1463	329	8
1464	329	7
1465	329	7
1466	329	7
1467	330	7
1468	330	6
1469	330	6
1470	330	6
1471	330	6
1472	331	6
1473	331	5
1474	331	5
1475	331	5
1476	332	5
1477	332	4
1478	332	4
1479	332	4
1480	332	4
1481	333	4
1482	333	3
1483	333	3
1484	333	3
1485	333	3
1486	334	2
1487	334	2
1488	334	2
1489	334	2
1490	334	2
1491	335	1
1492	335	1
1493	335	1
1494	335	1
1495	336	0
1496	336	0
1497	336	0
1498	336	0
1499	336	0
