iter	RMSE
139	0.1191404888
140	0.1189596064
141	0.1188773281
142	0.1187259524
143	0.1186310498
144	0.1185093528
145	0.1184413753
146	0.1182584602
147	0.1181598928
148	0.118095805
149	0.1179820251
150	0.1179212137
151	0.1176985891
152	0.1175278766
153	0.1174157435
154	0.1172800579
155	0.1171591899
156	0.1170573542
157	0.1169895886
158	0.1168712127
159	0.1167610756
160	0.1166561107
161	0.1165320009
162	0.1163571149
163	0.1162199673
164	0.1161196264
165	0.1160630153
166	0.1159615197
167	0.1158202283
168	0.1156419877
169	0.1155141221
170	0.1153343531
171	0.1152049486
172	0.1150536105
173	0.1149404522
174	0.1147998599
175	0.1147079917
176	0.1146307202
177	0.1144723235
178	0.1143468375
179	0.1142055015
180	0.1141165546
181	0.1138880173
182	0.1137923528
183	0.1136789319
184	0.1134652352
185	0.1132762623
186	0.1131539716
187	0.1130781331
188	0.1129183649
189	0.1127730276
190	0.1126812426
191	0.1124955072
192	0.1124010161
193	0.1122979707
194	0.1121819583
195	0.1120952782
196	0.1119950735
197	0.1119033026
198	0.1118366264
199	0.1117215579
200	0.111611906
201	0.1114918275
202	0.1112693303
203	0.1111805678
204	0.1111125554
205	0.1108991516
206	0.1108020261
207	0.1106936969
208	0.1105391471
209	0.1103793541
210	0.1102389227
211	0.110051223
212	0.1099328141
213	0.10983079
214	0.1096866324
215	0.1095795159
216	0.109468275
217	0.1092769082
218	0.1091728435
219	0.1090652646
220	0.1089500788
221	0.1088767721
222	0.1087664938
223	0.1087324478
224	0.1085722591
225	0.1084803217
226	0.1083243715
227	0.108210846
228	0.1080881025
229	0.107919867
230	0.1078553257
231	0.107749872
232	0.1076148934
233	0.1074710947
234	0.1073729249
235	0.1072550847
236	0.1071413021
237	0.1070338275
238	0.1069398255
239	0.1067977219
240	0.1066951305
241	0.1066320069
242	0.1064875062
243	0.1063581606
244	0.1062589955
245	0.1061925661
246	0.1061316359
247	0.1060559076
248	0.1059616366
249	0.1058424333
250	0.1056832666
251	0.1056440789
252	0.1054785527
253	0.1053147021
254	0.105244269
255	0.1051865971
256	0.1050604232
257	0.1050040245
258	0.1049683832
259	0.104875085
260	0.1047412907
261	0.1046910265
262	0.1046158356
263	0.1044637593
264	0.1044149526
265	0.1043558746
266	0.1041361816
267	0.1040323002
268	0.1039115494
269	0.1038178049
270	0.1037692794
271	0.1036797372
272	0.103557425
273	0.1034591714
274	0.1032840872
275	0.1032435906
276	0.1031376068
277	0.1030386605
278	0.1029929924
279	0.102949429
280	0.1028214972
281	0.1026756622
282	0.1025795346
283	0.1024672103
284	0.1023447354
285	0.1021744309
286	0.1019958538
287	0.1019240838
288	0.1018373004
289	0.1017025597
290	0.1015743871
291	0.1014557319
292	0.1013763329
293	0.1012969978
294	0.1012133079
295	0.1011815781
296	0.1011270777
297	0.1009765484
298	0.1008957783
299	0.1007947897
300	0.1006537541
301	0.1005717903
302	0.1004943456
303	0.1004479369
304	0.1003127646
305	0.1002204893
306	0.100197457
307	0.1001215749
308	0.1000706572
309	0.1000371797
310	0.09992745807
311	0.09983455479
312	0.0997706912
313	0.09975291612
314	0.09962251655
315	0.09952759953
316	0.09945779509
317	0.09937652836
318	0.09932922331
319	0.09920754087
320	0.0991498836
321	0.09908731636
322	0.09891532367
323	0.09882192836
324	0.09881270052
325	0.09874124437
326	0.09862530799
327	0.09858083835
328	0.09844714692
329	0.09839136102
330	0.09830612485
331	0.09815648318
332	0.09808880897
333	0.0980398145
334	0.09788595683
335	0.09780277838
336	0.09771423091
337	0.09766247338
338	0.09747613052
339	0.09733762678
340	0.09730664688
341	0.09723200768
342	0.09717444001
343	0.0970488103
344	0.09701939872
345	0.09693608366
346	0.09684594221
347	0.09669709222
348	0.0965614501
349	0.09647789506
350	0.09640222342
351	0.09631795843
352	0.09623640056
353	0.09623271655
354	0.09606921542
355	0.09597378554
356	0.09580529765
357	0.0956917028
358	0.09558852318
359	0.0955446538
360	0.09545620863
361	0.09535588083
362	0.09528794213
363	0.09521849367
364	0.09511676029
365	0.09505521213
366	0.09493891601
367	0.09483429048
368	0.09476934915
369	0.09460046243
370	0.09450888347
371	0.09444224279
372	0.09437726076
373	0.09432922244
374	0.09426207684
375	0.09419410578
376	0.09404738773
377	0.09391135453
378	0.09378081721
379	0.09369391612
380	0.09360776111
381	0.0935749246
382	0.09352238849
383	0.09340517884
384	0.09332804527
385	0.09325210621
386	0.09322421831
387	0.09319739355
388	0.09314104789
389	0.09307180861
390	0.09302531682
391	0.09296994087
392	0.09291469894
393	0.0928542322
394	0.09283918389
395	0.09277352177
396	0.09274852323
397	0.09263598703
398	0.09248651112
399	0.09242740698
400	0.09240249
401	0.09237671275
402	0.09230858122
403	0.0922673342
404	0.09216979851
405	0.09208699063
406	0.09197761241
407	0.09185082862
408	0.0917368884
409	0.09168174929
410	0.09162999815
411	0.09152808142
412	0.09140057784
413	0.09130000237
414	0.09121551978
415	0.09111903283
416	0.09102399898
417	0.09096707329
418	0.09091917573
419	0.09082496276
420	0.09077876305
421	0.09069017501
422	0.09059021726
423	0.09050571426
424	0.090470487
425	0.09043524337
426	0.09034545253
427	0.09021714508
428	0.09019948004
429	0.0901144541
430	0.09005960259
431	0.09001853947
432	0.08991839335
433	0.08984147238
434	0.08977424806
435	0.08972392967
436	0.08962083808
437	0.08958664535
438	0.08953029566
439	0.08945126261
440	0.08941697326
441	0.08936539852
442	0.08934373788
443	0.08924600948
444	0.08920898014
445	0.08914425808
446	0.08907612879
447	0.08902772878
448	0.0889115603
449	0.08885706442
450	0.08873994545
451	0.08865582034
452	0.08862377791
453	0.08849373507
454	0.08844906596
455	0.08835225677
456	0.08826884935
457	0.08816180176
458	0.08811402479
459	0.08803510954
460	0.08799219472
461	0.08793234423
462	0.08786988845
463	0.08779994285
464	0.08770122412
465	0.08763610191
466	0.08758432463
467	0.08751803317
468	0.08748055593
469	0.08742102815
470	0.08737168749
471	0.08729970102
472	0.08720662848
473	0.08717740839
474	0.08712373648
475	0.08711013843
476	0.08705391238
477	0.08694712174
478	0.08684394304
479	0.08669548568
480	0.08659839768
481	0.08651320758
482	0.08644938357
483	0.0863656663
484	0.08622482184
485	0.08617665471
486	0.08609613052
487	0.08603920907
488	0.08591962563
489	0.08586081481
490	0.08578676212
491	0.08564991996
492	0.08559929943
493	0.08551335674
494	0.08545198458
495	0.08538554246
496	0.08534843399
497	0.08530456943
498	0.08525051507
499	0.08520314784
500	0.08506632168
501	0.08504015687
502	0.08493765679
503	0.08487579265
504	0.08481383094
505	0.08476908937
506	0.08476012706
507	0.08469488218
508	0.08464751087
509	0.08459434432
510	0.08455984183
511	0.08450712993
512	0.0844257834
513	0.08430408579
514	0.08421449868
515	0.08414472991
516	0.08402586909
517	0.08394854411
518	0.0838376348
519	0.08377780313
520	0.08372543894
521	0.08369244495
522	0.08362789769
523	0.08353827131
524	0.08349833548
525	0.08348090195
526	0.08339457547
527	0.08334539496
528	0.08328601837
529	0.08321589742
530	0.08315135239
531	0.08310699323
532	0.08306720126
533	0.08302307065
534	0.08299027857
535	0.08291106414
536	0.08285717342
537	0.08278070899
538	0.08275153774
539	0.08268619891
540	0.08261633287
541	0.08258571459
542	0.0825351991
543	0.08248658322
544	0.08244644883
545	0.0824187298
546	0.08236223298
547	0.08227987804
548	0.08225991614
549	0.08222072638
550	0.08214541396
551	0.08203301733
552	0.08199095312
553	0.08194123593
554	0.08188687273
555	0.08181920731
556	0.08180097107
557	0.08173059339
558	0.08166482548
559	0.08161405069
560	0.08157803052
561	0.08152694777
562	0.08147928388
563	0.08140044116
564	0.08128547541
565	0.08122984304
566	0.08112170034
567	0.08105423855
568	0.08102913117
569	0.0809703742
570	0.08096626951
571	0.08095078188
572	0.08093709111
573	0.08088728549
574	0.08082199261
575	0.08079380831
576	0.0807730094
577	0.08072883478
578	0.08067136658
579	0.08063384812
580	0.08059475338
581	0.08055737737
582	0.08054182068
583	0.08047028985
584	0.08040851723
585	0.08037103372
586	0.08030069712
587	0.08023184506
588	0.08020660883
589	0.08013546697
590	0.080069743
591	0.0800196861
592	0.07999406673
593	0.0799586235
594	0.07988871356
595	0.07985993302
596	0.07976152056
597	0.07968700212
598	0.07964637452
599	0.07962202227
600	0.07957561776
601	0.0795321909
602	0.07945451087
603	0.07941364699
604	0.07936476184
605	0.07934091077
606	0.07930748895
607	0.07922811842
608	0.07918108465
609	0.07914698086
610	0.07902985453
611	0.07890310366
612	0.07883746007
613	0.07877865938
614	0.07873712125
615	0.07867255067
616	0.07863181379
617	0.07857742075
618	0.07844829581
619	0.07840652894
620	0.07834733273
621	0.0782871271
622	0.07821988631
623	0.07816370127
624	0.07809958248
625	0.07805005178
626	0.07801331873
627	0.07800017441
628	0.07793318988
629	0.07784271731
630	0.0777965059
631	0.07770010744
632	0.07768917067
633	0.07766155344
634	0.07761526283
635	0.07758116442
636	0.07747247106
637	0.07742551428
638	0.07738292352
639	0.07732383955
640	0.07725596476
641	0.07718916292
642	0.07713071025
643	0.07708719968
644	0.07700459006
645	0.07695509241
646	0.07691402131
647	0.07683192592
648	0.07678186348
649	0.07671370146
650	0.07666748271
651	0.07665679041
652	0.07654461456
653	0.07647579049
654	0.07645121008
655	0.0764326528
656	0.07636892538
657	0.07630919337
658	0.07627048663
659	0.07624748625
660	0.07617194637
661	0.07615397991
662	0.07612711061
663	0.07597254219
664	0.07594073252
665	0.07590672908
666	0.07582356597
667	0.0757625292
668	0.07574634462
669	0.07570858882
670	0.07565143511
671	0.07560642732
672	0.07553915693
673	0.07553495605
674	0.075499087
675	0.07543533491
676	0.07536200906
677	0.07532535945
678	0.0753070576
679	0.07524358957
680	0.07519157846
681	0.07515722863
682	0.07512305075
683	0.07508085415
684	0.07500311908
685	0.07494255071
686	0.07488152654
687	0.07484835767
688	0.07479085506
689	0.0747738778
690	0.07471098016
691	0.07465611856
692	0.07455972356
693	0.07450308228
694	0.07448100239
695	0.0744578786
696	0.07442682134
697	0.07440443126
698	0.0743673643
699	0.0743194378
700	0.07426953999
701	0.07423396695
702	0.07418068803
703	0.07410523739
704	0.07408387932
705	0.07404725491
706	0.0739664318
707	0.07391407297
708	0.07384939493
709	0.07380413174
710	0.07379590761
711	0.07375472822
712	0.07368780682
713	0.07365408902
714	0.07359871382
715	0.07353731093
716	0.07350865018
717	0.07344497884
718	0.07341300432
719	0.0733820599
720	0.07335145777
721	0.07327240996
722	0.07325785086
723	0.07324238908
724	0.07319847558
725	0.07312947281
726	0.07305658373
727	0.07301422492
728	0.07296788723
729	0.07290951592
730	0.072851008
731	0.07279250978
732	0.0727359635
733	0.07268657405
734	0.07264454577
735	0.07259160616
736	0.07258433828
737	0.07254071316
738	0.07249423824
739	0.07247444794
740	0.07240984251
741	0.07237171251
742	0.07229719991
743	0.07223073562
744	0.07216400081
745	0.07212214022
746	0.07209347548
747	0.07200351136
748	0.07197123734
749	0.07193917835
750	0.07190328514
751	0.07185564856
752	0.07180151928
753	0.0717938264
754	0.07174623075
755	0.07173433626
756	0.07172187565
757	0.0716870588
758	0.07163301501
759	0.07155412728
760	0.07152589391
761	0.07143038692
762	0.07139310069
763	0.07134961659
764	0.07129651644
765	0.07124676136
766	0.0711788502
767	0.07114674335
768	0.07108734837
769	0.07102815385
770	0.07098923272
771	0.07091554131
772	0.07087092158
773	0.07084875253
774	0.07082051859
775	0.07077513985
776	0.07072014254
777	0.07066876931
778	0.07058558447
779	0.07054376264
780	0.07045905339
781	0.07042528315
782	0.07036891509
783	0.07034157215
784	0.07029729607
785	0.07022840427
786	0.0702121627
787	0.07015087504
788	0.07008013991
789	0.07006339069
790	0.07002468832
791	0.06999953723
792	0.06994574403
793	0.06989542233
794	0.06985818073
795	0.06978235128
796	0.06974799667
797	0.06970941752
798	0.0696466759
799	0.06962377779
800	0.06959241953
801	0.06951488205
802	0.06947382208
803	0.06944740337
804	0.06944478
805	0.06938961404
806	0.06934084764
807	0.06931299276
808	0.0692885054
809	0.06926328524
810	0.06922434576
811	0.06918955027
812	0.06913504999
813	0.06911019622
814	0.06904945944
815	0.06900894352
816	0.06898206398
817	0.06893869228
818	0.06891054541
819	0.0688687153
820	0.0688244412
821	0.06879692099
822	0.0687466842
823	0.06869692683
824	0.06869210865
825	0.06867315396
826	0.06864921878
827	0.06858903904
828	0.06855619037
829	0.06849863938
830	0.0684883451
831	0.06845829476
832	0.06843617256
833	0.06837501184
834	0.06832364424
835	0.06829606053
836	0.0682474361
837	0.06822091154
838	0.06820673819
839	0.06816280986
840	0.06811041292
841	0.06803854291
842	0.067994352
843	0.06793180155
844	0.06785628428
845	0.06780096507
846	0.06775783647
847	0.06769548411
848	0.0676779398
849	0.06767223259
850	0.06762698191
851	0.06757402504
852	0.06754207102
853	0.06752112115
854	0.06749478721
855	0.06745795699
856	0.0674099787
857	0.06736743056
858	0.06730158574
859	0.06725533066
860	0.06720379848
861	0.06718818678
862	0.06712851136
863	0.06710044624
864	0.06704116761
865	0.06698668634
866	0.06695310847
867	0.06693586404
868	0.06691375937
869	0.06684333794
870	0.06681218184
871	0.06676378932
872	0.06673563329
873	0.06670414649
874	0.06662946208
875	0.06660382646
876	0.06655437327
877	0.06653247586
878	0.06647424129
879	0.06641690795
880	0.06638661228
881	0.06635794464
882	0.06631525128
883	0.06624591688
884	0.06619219567
885	0.06613919957
886	0.06611647138
887	0.06600870705
888	0.06596854021
889	0.06593076326
890	0.06590549516
891	0.06586140994
892	0.06581553665
893	0.06580679282
894	0.06578112065
895	0.06573419549
896	0.06570346854
897	0.06565471907
898	0.06560127596
899	0.06557206552
900	0.06547868186
901	0.06542252319
902	0.06540744363
903	0.06537941985
904	0.06531398055
905	0.06527235192
906	0.06521470917
907	0.06512602465
908	0.06510930184
909	0.06505513438
910	0.06502776023
911	0.06499816368
912	0.0649442139
913	0.0649014571
914	0.06485532927
915	0.06484009614
916	0.06479165172
917	0.06473268066
918	0.06470146344
919	0.06464786303
920	0.06462076076
921	0.06458337526
922	0.06454793676
923	0.06452012467
924	0.06446066381
925	0.06441597049
926	0.06438947026
927	0.06434621655
928	0.06430467353
929	0.06428884565
930	0.06426208233
931	0.06420249541
932	0.06414783477
933	0.06411308019
934	0.06409318975
935	0.06404961649
936	0.06400608947
937	0.06398889498
938	0.06396608991
939	0.06393080792
940	0.06392323388
941	0.06389113139
942	0.06384321525
943	0.06380517149
944	0.06377838113
945	0.06371115902
946	0.0636615746
947	0.06362544196
948	0.06360697685
949	0.06358974881
950	0.06352100618
951	0.06348604605
952	0.06345751301
953	0.06336632221
954	0.06332510994
955	0.06328692811
956	0.06326963189
957	0.06323846813
958	0.06316362279
959	0.06310246522
960	0.06305688468
961	0.06302950992
962	0.06301641433
963	0.06299616879
964	0.06296582967
965	0.06293038783
966	0.0628804782
967	0.06284328022
968	0.06280835941
969	0.06274282387
970	0.06270470454
971	0.06264547856
972	0.06260983698
973	0.06258127021
974	0.06253649194
975	0.06253352084
976	0.06247589031
977	0.0624446591
978	0.06241712852
979	0.06239038113
980	0.06233116506
981	0.06231401828
982	0.06227963446
983	0.06225345594
984	0.06219911386
985	0.062166785
986	0.06213150155
987	0.06211014145
988	0.06206915027
989	0.06205279463
990	0.06202064769
991	0.06199747823
992	0.06195892597
993	0.06194406859
994	0.06192188317
995	0.06188959198
996	0.06184582309
997	0.06183159112
998	0.06179388858
999	0.0617745063
1000	0.061761931
1001	0.06175697567
1002	0.06173897185
1003	0.06172907046
1004	0.06169229551
1005	0.0615847369
1006	0.06156261749
1007	0.06154521023
1008	0.06149465698
1009	0.06145663913
1010	0.061408585
1011	0.06136253002
1012	0.0613450066
1013	0.06129201208
1014	0.06123469753
1015	0.06119244676
1016	0.06117860805
1017	0.06115339431
1018	0.06112045103
1019	0.0610910722
1020	0.06105161719
1021	0.0609927879
1022	0.06096982335
1023	0.06096493988
1024	0.06091289747
1025	0.06088127985
1026	0.06085559731
1027	0.06081383084
1028	0.0607805778
1029	0.06077340168
1030	0.06072757374
1031	0.06068230647
1032	0.06062817345
1033	0.06057482989
1034	0.06053165603
1035	0.06050291968
1036	0.06046791392
1037	0.0604465064
1038	0.0604219666
1039	0.06039777529
1040	0.06032456413
1041	0.06030497915
1042	0.06028803337
1043	0.06027450686
1044	0.06025384812
1045	0.06022192367
1046	0.06020299516
1047	0.06018310376
1048	0.06017971677
1049	0.06016974368
1050	0.0601334301
1051	0.06010070307
1052	0.06006893359
1053	0.06004841127
1054	0.06001940889
1055	0.06000798222
1056	0.05999922999
1057	0.05998388046
1058	0.05996374841
1059	0.05991941621
1060	0.05990407034
1061	0.0598718175
1062	0.05981092982
1063	0.05978215321
1064	0.05973343257
1065	0.05972197316
1066	0.05970264494
1067	0.05966255804
1068	0.05963889946
1069	0.05956473425
1070	0.05954960957
1071	0.05952719693
1072	0.05950076029
1073	0.0594369937
1074	0.05943577505
1075	0.05940789889
1076	0.05934756388
1077	0.05931918508
1078	0.05929533972
1079	0.0592813375
1080	0.05926705485
1081	0.05923843798
1082	0.0591917017
1083	0.05910788072
1084	0.05907455883
1085	0.05904570572
1086	0.05898605068
1087	0.0589461431
1088	0.05891853934
1089	0.05889961844
1090	0.05884703826
1091	0.05876737407
1092	0.05874207706
1093	0.0587225195
1094	0.05869800817
1095	0.05865288787
1096	0.05859326659
1097	0.05856854742
1098	0.05852472015
1099	0.05850409499
1100	0.05848770139
1101	0.05846233522
1102	0.05845577827
1103	0.05843404957
1104	0.05841847313
1105	0.05834296928
1106	0.0583257805
1107	0.05828997511
1108	0.05823045187
1109	0.05819271347
1110	0.05816633678
1111	0.05814151752
1112	0.05811124575
1113	0.05807112677
1114	0.05803521901
1115	0.05798814273
1116	0.05796978578
1117	0.05794489323
1118	0.0579243254
1119	0.05789628527
1120	0.05786748594
1121	0.05782781344
1122	0.05780486246
1123	0.05777186451
1124	0.05774676268
1125	0.0576824476
1126	0.05766306121
1127	0.05758815953
1128	0.05756436408
1129	0.05754615551
1130	0.0575233908
1131	0.05750395542
1132	0.05747071051
1133	0.05743515061
1134	0.0573936129
1135	0.05735404336
1136	0.05732141558
1137	0.05729908634
1138	0.05728710596
1139	0.05725785792
1140	0.05720531886
1141	0.05716866607
1142	0.05713864459
1143	0.05713223258
1144	0.05709636391
1145	0.05706955433
1146	0.05704459704
1147	0.05702100797
1148	0.05701401333
1149	0.05699740967
1150	0.05697548527
1151	0.05695841675
1152	0.05693442799
1153	0.05691229383
1154	0.05688559308
1155	0.05683931426
1156	0.05682312731
1157	0.05680222434
1158	0.05678941138
1159	0.05675766077
1160	0.05673757934
1161	0.05671370788
1162	0.05667504212
1163	0.05664559314
1164	0.0566102793
1165	0.056587723
1166	0.05657630632
1167	0.05654328948
1168	0.05650205274
1169	0.05645654323
1170	0.05645273238
1171	0.05641416127
1172	0.05639795543
1173	0.05636340976
1174	0.05633140293
1175	0.05630892379
1176	0.05627913506
1177	0.05625247119
1178	0.05623542381
1179	0.0562256605
1180	0.05618869142
1181	0.05617673455
1182	0.05615997436
1183	0.05614392343
1184	0.05612268478
1185	0.05609992964
1186	0.05607884376
1187	0.05604753259
1188	0.05601499168
1189	0.05598501655
1190	0.05597514221
1191	0.05596468296
1192	0.05595578267
1193	0.05593893253
1194	0.05588947044
1195	0.055845876
1196	0.05581155697
1197	0.05579360519
1198	0.05577026927
1199	0.05572904697
1200	0.05569769392
1201	0.0556759943
1202	0.05565561092
1203	0.05564009779
1204	0.05561534142
1205	0.05558982364
1206	0.0555640997
1207	0.0555139745
1208	0.05549811438
1209	0.05546205695
1210	0.0554497614
1211	0.05543091645
1212	0.05538168002
1213	0.05535238598
1214	0.05532921079
1215	0.05530311039
1216	0.05528634401
1217	0.0552663244
1218	0.05524962901
1219	0.05522260637
1220	0.05519713139
1221	0.05517935428
1222	0.05517480641
1223	0.05516246392
1224	0.05513789317
1225	0.0551203751
1226	0.0551115199
1227	0.05506631114
1228	0.0550348104
1229	0.05501720042
1230	0.05497939098
1231	0.05494021449
1232	0.05491176654
1233	0.0548940219
1234	0.05484666023
1235	0.05479866209
1236	0.05478713163
1237	0.05475391565
1238	0.05472224565
1239	0.05468396672
1240	0.0546682263
1241	0.0546599362
1242	0.05459785467
1243	0.05457350003
1244	0.05456722933
1245	0.05454694274
1246	0.05451140898
1247	0.05450819596
1248	0.0544896231
1249	0.05445380231
1250	0.05442792741
1251	0.05440483842
1252	0.05433637428
1253	0.05431407391
1254	0.05428393262
1255	0.05425373605
1256	0.05424787631
1257	0.05423175345
1258	0.05418997139
1259	0.05415847245
1260	0.05414775651
1261	0.0541154261
1262	0.05409136282
1263	0.05407018814
1264	0.05404855973
1265	0.05404235904
1266	0.05401452188
1267	0.05397896283
1268	0.05394136444
1269	0.05391073071
1270	0.05388880435
1271	0.05385959889
1272	0.05382175873
1273	0.0537890347
1274	0.05374576555
1275	0.05372040789
1276	0.05368226898
1277	0.05366079905
1278	0.05364019498
1279	0.05359710795
1280	0.05356992163
1281	0.05354148178
1282	0.05351407926
1283	0.05349433024
1284	0.05347417261
1285	0.05345512426
1286	0.05344150839
1287	0.05343208164
1288	0.05342143584
1289	0.05340888838
1290	0.05337591343
1291	0.05334896624
1292	0.05333840685
1293	0.05330509583
1294	0.0532838772
1295	0.05326944461
1296	0.05324770015
1297	0.05323358324
1298	0.05317132245
1299	0.05314312363
1300	0.0531234584
1301	0.05309731354
1302	0.05306596656
1303	0.05304705379
1304	0.05301608114
1305	0.05298498082
1306	0.05296439069
1307	0.05292164959
1308	0.05289670854
1309	0.05284400731
1310	0.05281467148
1311	0.05275240335
1312	0.05271589983
1313	0.0526884928
1314	0.05266530442
1315	0.05264896094
1316	0.05262398742
1317	0.05262291243
1318	0.05260465163
1319	0.05259121236
1320	0.05255493231
1321	0.05253848116
1322	0.05251583737
1323	0.05249543168
1324	0.05247932942
1325	0.05245074553
1326	0.05244730689
1327	0.05241847391
1328	0.05240300389
1329	0.05238799423
1330	0.05237285367
1331	0.05235150483
1332	0.05233063687
1333	0.05230415292
1334	0.05227186726
1335	0.05225489755
1336	0.05223978863
1337	0.05222021946
1338	0.05218290877
1339	0.05216950262
1340	0.05215094619
1341	0.0521333205
1342	0.05210145615
1343	0.0520788359
1344	0.05204769567
1345	0.05200377601
1346	0.05197689854
1347	0.05196688445
1348	0.0519524904
1349	0.0519311576
1350	0.05190800122
1351	0.05188746124
1352	0.05186227243
1353	0.05183719255
1354	0.05182153201
1355	0.05180064727
1356	0.05175570516
1357	0.05172923748
1358	0.0516981912
1359	0.05168263415
1360	0.0516577271
1361	0.05163387549
1362	0.05161414188
1363	0.05159759296
1364	0.05157693572
1365	0.05155850104
1366	0.05152690555
1367	0.05152461484
1368	0.05151083637
1369	0.05148812087
1370	0.05147281925
1371	0.05144663713
1372	0.05140679492
1373	0.05138137995
1374	0.05135097657
1375	0.05133703303
1376	0.05132111562
1377	0.05129228389
1378	0.05127302693
1379	0.05125685731
1380	0.05124924056
1381	0.05123078427
1382	0.051201319
1383	0.05118767699
1384	0.05116920354
1385	0.05114935826
1386	0.05113651788
1387	0.05112442025
1388	0.05108187784
1389	0.05106552549
1390	0.05103100909
1391	0.0510036854
1392	0.0509644394
1393	0.05094353747
1394	0.05091624812
1395	0.05088939013
1396	0.05086626471
1397	0.05083097947
1398	0.05079927092
1399	0.05076721785
1400	0.0507388926
1401	0.05069981609
1402	0.05067912973
1403	0.05063424832
1404	0.05060631088
1405	0.05058119045
1406	0.05055394174
1407	0.05053127813
1408	0.05050690213
1409	0.05047030527
1410	0.05042556476
1411	0.0504048759
1412	0.05039619204
1413	0.05038163268
1414	0.05035221028
1415	0.05034791587
1416	0.05032705965
1417	0.05030472636
1418	0.0502712633
1419	0.05024153726
1420	0.05022696286
1421	0.05016242003
1422	0.05013307182
1423	0.0501189681
1424	0.05009538525
1425	0.05006052605
1426	0.05005662735
1427	0.05003924674
1428	0.05001597853
1429	0.04998101727
1430	0.04994413795
1431	0.04991371836
1432	0.04987600022
1433	0.04981334741
1434	0.04980011486
1435	0.04978482494
1436	0.04977126012
1437	0.04976081148
1438	0.04974031416
1439	0.04972599732
1440	0.04969458973
1441	0.04967230419
1442	0.04963534892
1443	0.04960829773
1444	0.04959527817
1445	0.04959080573
1446	0.04957694912
1447	0.04956366408
1448	0.04954247253
1449	0.04953944615
1450	0.04952877826
1451	0.04952449328
1452	0.04948093985
1453	0.04945747617
1454	0.04943967326
1455	0.04941992057
1456	0.04940000108
1457	0.0493801931
1458	0.04932200396
1459	0.04930699943
1460	0.04927382329
1461	0.04926193789
1462	0.04924923115
1463	0.04924051408
1464	0.04920653506
1465	0.0491891373
1466	0.04916126802
1467	0.04910794427
1468	0.04908257316
1469	0.0490517218
1470	0.04904197034
1471	0.04901243971
1472	0.0489955464
1473	0.04896094446
1474	0.04895542522
1475	0.04893100306
1476	0.0489113116
1477	0.04888492242
1478	0.04885939065
1479	0.04884632235
1480	0.04883350582
1481	0.04881798475
1482	0.04877544817
1483	0.04876758735
1484	0.04874515072
1485	0.04873060086
1486	0.048712511
1487	0.04867898321
1488	0.04865206815
1489	0.04863888977
1490	0.04863449699
1491	0.04863021508
1492	0.04859711796
1493	0.04856250002
1494	0.04854422365
1495	0.04851677807
1496	0.04850725259
1497	0.04849474882
1498	0.04848417514
1499	0.0484445075
1500	0.04842675954
1501	0.04842572027
